PSIZ,DLRT,REPL,SQLN,NGEN,MTHD,SERF
10000000,2E-10,2,50,50,apro-v2,0.092784
10000000,2E-10,2,50,50,duptree,0.257732
10000000,2E-10,2,50,50,mulrf,0.072165
10000000,2E-10,2,50,50,stag,NA
10000000,2E-10,2,50,100,astral-multi,0.061856
10000000,2E-10,2,50,100,astral-multi-w-true,0.061856
10000000,2E-10,2,50,100,apro,0.041237
10000000,2E-10,2,50,100,apro-w-true,0.041237
10000000,2E-10,2,50,100,apro-v2,0.041237
10000000,2E-10,2,50,100,duptree,0.195876
10000000,2E-10,2,50,100,mulrf,0.061856
10000000,2E-10,2,50,100,stag,NA
10000000,2E-10,2,50,500,astral-multi,0.041237
10000000,2E-10,2,50,500,astral-multi-w-true,0.041237
10000000,2E-10,2,50,500,apro,0.010309
10000000,2E-10,2,50,500,apro-w-true,0.010309
10000000,2E-10,2,50,500,apro-v2,0.010309
10000000,2E-10,2,50,500,duptree,0.051546
10000000,2E-10,2,50,500,mulrf,0.020619
10000000,2E-10,2,50,500,stag,NA
10000000,2E-10,2,100,25,astral-multi,0.072165
10000000,2E-10,2,100,25,astral-multi-w-true,0.072165
10000000,2E-10,2,100,25,apro,0.092784
10000000,2E-10,2,100,25,apro-w-true,0.092784
10000000,2E-10,2,100,25,apro-v2,0.092784
10000000,2E-10,2,100,25,duptree,0.123711
10000000,2E-10,2,100,25,mulrf,0.082474
10000000,2E-10,2,100,25,stag,NA
10000000,2E-10,2,100,50,astral-multi,0.051546
10000000,2E-10,2,100,50,astral-multi-w-true,0.041237
10000000,2E-10,2,100,50,apro,0.041237
10000000,2E-10,2,100,50,apro-w-true,0.041237
10000000,2E-10,2,100,50,apro-v2,0.041237
10000000,2E-10,2,100,50,duptree,0.051546
10000000,2E-10,2,100,50,mulrf,0.041237
10000000,2E-10,2,100,50,stag,NA
10000000,2E-10,2,100,100,astral-multi,0
10000000,2E-10,2,100,100,astral-multi-w-true,0
10000000,2E-10,2,100,100,apro,0.020619
10000000,2E-10,2,100,100,apro-w-true,0.020619
10000000,2E-10,2,100,100,apro-v2,0.020619
10000000,2E-10,2,100,100,duptree,0.030928
10000000,2E-10,2,100,100,mulrf,0.030928
10000000,2E-10,2,100,100,stag,NA
10000000,2E-10,2,100,500,astral-multi,0.020619
10000000,2E-10,2,100,500,astral-multi-w-true,0.010309
10000000,2E-10,2,100,500,apro,0
10000000,2E-10,2,100,500,apro-w-true,0
10000000,2E-10,2,100,500,apro-v2,0
10000000,2E-10,2,100,500,duptree,0.041237
10000000,2E-10,2,100,500,mulrf,0.020619
10000000,2E-10,2,100,500,stag,NA
10000000,2E-10,2,250,25,astral-multi,0.030928
10000000,2E-10,2,250,25,astral-multi-w-true,0.030928
10000000,2E-10,2,250,25,apro,0.020619
10000000,2E-10,2,250,25,apro-w-true,0.020619
10000000,2E-10,2,250,25,apro-v2,0.020619
10000000,2E-10,2,250,25,duptree,0.030928
10000000,2E-10,2,250,25,mulrf,0.020619
10000000,2E-10,2,250,25,stag,NA
10000000,2E-10,2,250,50,astral-multi,0.020619
10000000,2E-10,2,250,50,astral-multi-w-true,0.020619
10000000,2E-10,2,250,50,apro,0.020619
10000000,2E-10,2,250,50,apro-w-true,0.020619
10000000,2E-10,2,250,50,apro-v2,0.020619
10000000,2E-10,2,250,50,duptree,0.010309
10000000,2E-10,2,250,50,mulrf,0
10000000,2E-10,2,250,50,stag,NA
10000000,2E-10,2,250,100,astral-multi,0.010309
10000000,2E-10,2,250,100,astral-multi-w-true,0.010309
10000000,2E-10,2,250,100,apro,0
10000000,2E-10,2,250,100,apro-w-true,0
10000000,2E-10,2,250,100,apro-v2,0
10000000,2E-10,2,250,100,duptree,0
10000000,2E-10,2,250,100,mulrf,0
10000000,2E-10,2,250,100,stag,NA
10000000,2E-10,2,250,500,astral-multi,0
10000000,2E-10,2,250,500,astral-multi-w-true,0
10000000,2E-10,2,250,500,apro,0
10000000,2E-10,2,250,500,apro-w-true,0
10000000,2E-10,2,250,500,apro-v2,0
10000000,2E-10,2,250,500,duptree,0
10000000,2E-10,2,250,500,mulrf,0
10000000,2E-10,2,250,500,stag,NA
10000000,2E-10,3,0,25,astral-multi,0.020619
10000000,2E-10,3,0,25,astral-multi-w-true,0.010309
10000000,2E-10,3,0,25,apro,0.010309
10000000,2E-10,3,0,25,apro-w-true,0.010309
10000000,2E-10,3,0,25,apro-v2,0.010309
10000000,2E-10,3,0,25,duptree,0.010309
10000000,2E-10,3,0,25,mulrf,0.010309
10000000,2E-10,3,0,25,stag,0.340206
10000000,2E-10,3,0,50,astral-multi,0.020619
10000000,2E-10,3,0,50,astral-multi-w-true,0.010309
10000000,2E-10,3,0,50,apro,0.010309
10000000,2E-10,3,0,50,apro-w-true,0.010309
10000000,2E-10,3,0,50,apro-v2,0.010309
10000000,2E-10,3,0,50,duptree,0
10000000,2E-10,3,0,50,mulrf,0.010309
10000000,2E-10,3,0,50,stag,0.340206
10000000,2E-10,3,0,100,astral-multi,0
10000000,2E-10,3,0,100,astral-multi-w-true,0
10000000,2E-10,3,0,100,apro,0
10000000,2E-10,3,0,100,apro-w-true,0
10000000,2E-10,3,0,100,apro-v2,0
10000000,2E-10,3,0,100,duptree,0
10000000,2E-10,3,0,100,mulrf,0.010309
10000000,2E-10,3,0,100,stag,0.340206
10000000,2E-10,3,0,500,astral-multi,0.020619
10000000,2E-10,3,0,500,astral-multi-w-true,0
10000000,2E-10,3,0,500,apro,0
10000000,2E-10,3,0,500,apro-w-true,0
10000000,2E-10,3,0,500,apro-v2,0
10000000,2E-10,3,0,500,duptree,0
10000000,2E-10,3,0,500,mulrf,0.010309
10000000,2E-10,3,0,500,stag,0.314433
10000000,2E-10,3,25,25,astral-multi,0.350515
10000000,2E-10,3,25,25,astral-multi-w-true,0.298969
10000000,2E-10,3,25,25,apro,0.278351
10000000,2E-10,3,25,25,apro-w-true,0.226804
10000000,2E-10,3,25,25,apro-v2,0.257732
10000000,2E-10,3,25,25,duptree,0.721649
10000000,2E-10,3,25,25,mulrf,0.371134
10000000,2E-10,3,25,25,stag,0.721649
10000000,2E-10,3,25,50,astral-multi,0.28866
10000000,2E-10,3,25,50,astral-multi-w-true,0.164948
10000000,2E-10,3,25,50,apro,0.185567
10000000,2E-10,3,25,50,apro-w-true,0.185567
10000000,2E-10,3,25,50,apro-v2,0.185567
10000000,2E-10,3,25,50,duptree,0.680412
10000000,2E-10,3,25,50,mulrf,0.175258
10000000,2E-10,3,25,50,stag,0.721649
10000000,2E-10,3,25,100,astral-multi,0.082474
10000000,2E-10,3,25,100,astral-multi-w-true,0.061856
10000000,2E-10,3,25,100,apro,0.103093
10000000,2E-10,3,25,100,apro-w-true,0.103093
10000000,2E-10,3,25,100,apro-v2,0.103093
10000000,2E-10,3,25,100,duptree,0.556701
10000000,2E-10,3,25,100,mulrf,0.154639
10000000,2E-10,3,25,100,stag,0.721649
10000000,2E-10,3,25,500,astral-multi,0.092784
10000000,2E-10,3,25,500,astral-multi-w-true,0.051546
10000000,2E-10,3,25,500,apro,0.020619
10000000,2E-10,3,25,500,apro-w-true,0.020619
10000000,2E-10,3,25,500,apro-v2,0.020619
10000000,2E-10,3,25,500,duptree,0.298969
10000000,2E-10,3,25,500,mulrf,0.072165
10000000,2E-10,3,25,500,stag,0.675258
10000000,2E-10,3,50,25,astral-multi,0.309278
10000000,2E-10,3,50,25,astral-multi-w-true,0.268041
10000000,2E-10,3,50,25,apro,0.164948
10000000,2E-10,3,50,25,apro-w-true,0.164948
10000000,2E-10,3,50,25,apro-v2,0.164948
10000000,2E-10,3,50,25,duptree,0.443299
10000000,2E-10,3,50,25,mulrf,0.164948
10000000,2E-10,3,50,25,stag,0.618557
10000000,2E-10,3,50,50,astral-multi,0.206186
10000000,2E-10,3,50,50,astral-multi-w-true,0.175258
10000000,2E-10,3,50,50,apro,0.123711
10000000,2E-10,3,50,50,apro-w-true,0.123711
10000000,2E-10,3,50,50,apro-v2,0.123711
10000000,2E-10,3,50,50,duptree,0.42268
10000000,2E-10,3,50,50,mulrf,0.072165
10000000,2E-10,3,50,50,stag,0.618557
10000000,2E-10,3,50,100,astral-multi,0.113402
10000000,2E-10,3,50,100,astral-multi-w-true,0.103093
10000000,2E-10,3,50,100,apro,0.051546
10000000,2E-10,3,50,100,apro-w-true,0.051546
10000000,2E-10,3,50,100,apro-v2,0.051546
10000000,2E-10,3,50,100,duptree,0.257732
10000000,2E-10,3,50,100,mulrf,0.061856
10000000,2E-10,3,50,100,stag,0.618557
10000000,2E-10,3,50,500,astral-multi,0.020619
10000000,2E-10,3,50,500,astral-multi-w-true,0.020619
10000000,2E-10,3,50,500,apro,0.041237
10000000,2E-10,3,50,500,apro-w-true,0.041237
10000000,2E-10,3,50,500,apro-v2,0.041237
10000000,2E-10,3,50,500,duptree,0.082474
10000000,2E-10,3,50,500,mulrf,0.030928
10000000,2E-10,3,50,500,stag,0.479381
10000000,2E-10,3,100,25,astral-multi,0.134021
10000000,2E-10,3,100,25,astral-multi-w-true,0.123711
10000000,2E-10,3,100,25,apro,0.082474
10000000,2E-10,3,100,25,apro-w-true,0.082474
10000000,2E-10,3,100,25,apro-v2,0.082474
10000000,2E-10,3,100,25,duptree,0.113402
10000000,2E-10,3,100,25,mulrf,0.082474
10000000,2E-10,3,100,25,stag,0.525773
10000000,2E-10,3,100,50,astral-multi,0.113402
10000000,2E-10,3,100,50,astral-multi-w-true,0.072165
10000000,2E-10,3,100,50,apro,0.030928
10000000,2E-10,3,100,50,apro-w-true,0.030928
10000000,2E-10,3,100,50,apro-v2,0.030928
10000000,2E-10,3,100,50,duptree,0.072165
10000000,2E-10,3,100,50,mulrf,0.030928
10000000,2E-10,3,100,50,stag,0.525773
10000000,2E-10,3,100,100,astral-multi,0.041237
10000000,2E-10,3,100,100,astral-multi-w-true,0.041237
10000000,2E-10,3,100,100,apro,0.020619
10000000,2E-10,3,100,100,apro-w-true,0.020619
10000000,2E-10,3,100,100,apro-v2,0.020619
10000000,2E-10,3,100,100,duptree,0.278351
10000000,2E-10,3,100,100,mulrf,0.030928
10000000,2E-10,3,100,100,stag,0.525773
10000000,2E-10,3,100,500,astral-multi,0.020619
10000000,2E-10,3,100,500,astral-multi-w-true,0.020619
10000000,2E-10,3,100,500,apro,0.010309
10000000,2E-10,3,100,500,apro-w-true,0.010309
10000000,2E-10,3,100,500,apro-v2,0.010309
10000000,2E-10,3,100,500,duptree,0.020619
10000000,2E-10,3,100,500,mulrf,0.020619
10000000,2E-10,3,100,500,stag,0.35567
10000000,2E-10,3,250,25,astral-multi,0.051546
10000000,2E-10,3,250,25,astral-multi-w-true,0.051546
10000000,2E-10,3,250,25,apro,0.030928
10000000,2E-10,3,250,25,apro-w-true,0.030928
10000000,2E-10,3,250,25,apro-v2,0.030928
10000000,2E-10,3,250,25,duptree,0.041237
10000000,2E-10,3,250,25,mulrf,0.041237
10000000,2E-10,3,250,25,stag,0.43299
10000000,2E-10,3,250,50,astral-multi,0.041237
10000000,2E-10,3,250,50,astral-multi-w-true,0.030928
10000000,2E-10,3,250,50,apro,0.010309
10000000,2E-10,3,250,50,apro-w-true,0.010309
10000000,2E-10,3,250,50,apro-v2,0.010309
10000000,2E-10,3,250,50,duptree,0.020619
10000000,2E-10,3,250,50,mulrf,0.041237
10000000,2E-10,3,250,50,stag,0.43299
10000000,2E-10,3,250,100,astral-multi,0.020619
10000000,2E-10,3,250,100,astral-multi-w-true,0.020619
10000000,2E-10,3,250,100,apro,0.020619
10000000,2E-10,3,250,100,apro-w-true,0.020619
10000000,2E-10,3,250,100,apro-v2,0.020619
10000000,2E-10,3,250,100,duptree,0.010309
10000000,2E-10,3,250,100,mulrf,0.020619
10000000,2E-10,3,250,100,stag,0.43299
10000000,2E-10,3,250,500,astral-multi,0.010309
10000000,2E-10,3,250,500,astral-multi-w-true,0.010309
10000000,2E-10,3,250,500,apro,0.010309
10000000,2E-10,3,250,500,apro-w-true,0.010309
10000000,2E-10,3,250,500,apro-v2,0.010309
10000000,2E-10,3,250,500,duptree,0.010309
10000000,2E-10,3,250,500,mulrf,0.010309
10000000,2E-10,3,250,500,stag,0.319588
10000000,2E-10,4,0,25,astral-multi,0.020619
10000000,2E-10,4,0,25,astral-multi-w-true,0.020619
10000000,2E-10,4,0,25,apro,0.010309
10000000,2E-10,4,0,25,apro-w-true,0.010309
10000000,2E-10,4,0,25,apro-v2,0.010309
10000000,2E-10,4,0,25,duptree,0.010309
10000000,2E-10,4,0,25,mulrf,0.020619
10000000,2E-10,4,0,25,stag,NA
10000000,2E-10,4,0,50,astral-multi,0
10000000,2E-10,4,0,50,astral-multi-w-true,0
10000000,2E-10,4,0,50,apro,0.010309
10000000,2E-10,4,0,50,apro-w-true,0.010309
10000000,2E-10,4,0,50,apro-v2,0.010309
10000000,2E-10,4,0,50,duptree,0.010309
10000000,2E-10,4,0,50,mulrf,0.010309
10000000,2E-10,4,0,50,stag,NA
10000000,2E-10,4,0,100,astral-multi,0
10000000,2E-10,4,0,100,astral-multi-w-true,0
10000000,2E-10,4,0,100,apro,0.010309
10000000,2E-10,4,0,100,apro-w-true,0.010309
10000000,2E-10,4,0,100,apro-v2,0.010309
10000000,2E-10,4,0,100,duptree,0.010309
10000000,2E-10,4,0,100,mulrf,0.010309
10000000,2E-10,4,0,100,stag,NA
10000000,2E-10,4,0,500,astral-multi,0.010309
10000000,2E-10,4,0,500,astral-multi-w-true,0.010309
10000000,2E-10,4,0,500,apro,0
10000000,2E-10,4,0,500,apro-w-true,0
10000000,2E-10,4,0,500,apro-v2,0
10000000,2E-10,4,0,500,duptree,0
10000000,2E-10,4,0,500,mulrf,0
10000000,2E-10,4,0,500,stag,NA
10000000,2E-10,4,25,25,astral-multi,0.319588
10000000,2E-10,4,25,25,astral-multi-w-true,0.268041
10000000,2E-10,4,25,25,apro,0.42268
10000000,2E-10,4,25,25,apro-w-true,0.185567
10000000,2E-10,4,25,25,apro-v2,0.391753
10000000,2E-10,4,25,25,duptree,0.721649
10000000,2E-10,4,25,25,mulrf,0.453608
10000000,2E-10,4,25,25,stag,NA
10000000,2E-10,4,25,50,astral-multi,0.309278
10000000,2E-10,4,25,50,astral-multi-w-true,0.175258
10000000,2E-10,4,25,50,apro,0.309278
10000000,2E-10,4,25,50,apro-w-true,0.195876
10000000,2E-10,4,25,50,apro-v2,0.206186
10000000,2E-10,4,25,50,duptree,0.639175
10000000,2E-10,4,25,50,mulrf,0.298969
10000000,2E-10,4,25,50,stag,NA
10000000,2E-10,4,25,100,astral-multi,0.298969
10000000,2E-10,4,25,100,astral-multi-w-true,0.185567
10000000,2E-10,4,25,100,apro,0.195876
10000000,2E-10,4,25,100,apro-w-true,0.195876
10000000,2E-10,4,25,100,apro-v2,0.206186
10000000,2E-10,4,25,100,duptree,0.536082
10000000,2E-10,4,25,100,mulrf,0.257732
10000000,2E-10,4,25,100,stag,NA
10000000,2E-10,4,25,500,astral-multi,0.154639
10000000,2E-10,4,25,500,astral-multi-w-true,0.072165
10000000,2E-10,4,25,500,apro,0.103093
10000000,2E-10,4,25,500,apro-w-true,0.103093
10000000,2E-10,4,25,500,apro-v2,0.103093
10000000,2E-10,4,25,500,duptree,0.309278
10000000,2E-10,4,25,500,mulrf,0.092784
10000000,2E-10,4,25,500,stag,NA
10000000,2E-10,4,50,25,astral-multi,0.257732
10000000,2E-10,4,50,25,astral-multi-w-true,0.216495
10000000,2E-10,4,50,25,apro,0.206186
10000000,2E-10,4,50,25,apro-w-true,0.206186
10000000,2E-10,4,50,25,apro-v2,0.216495
10000000,2E-10,4,50,25,duptree,0.453608
10000000,2E-10,4,50,25,mulrf,0.226804
10000000,2E-10,4,50,25,stag,NA
10000000,2E-10,4,50,50,astral-multi,0.175258
10000000,2E-10,4,50,50,astral-multi-w-true,0.175258
10000000,2E-10,4,50,50,apro,0.154639
10000000,2E-10,4,50,50,apro-w-true,0.154639
10000000,2E-10,4,50,50,apro-v2,0.154639
10000000,2E-10,4,50,50,duptree,0.350515
10000000,2E-10,4,50,50,mulrf,0.14433
10000000,2E-10,4,50,50,stag,NA
10000000,2E-10,4,50,100,astral-multi,0.185567
10000000,2E-10,4,50,100,astral-multi-w-true,0.103093
10000000,2E-10,4,50,100,apro,0.092784
10000000,2E-10,4,50,100,apro-w-true,0.092784
10000000,2E-10,4,50,100,apro-v2,0.092784
10000000,2E-10,4,50,100,duptree,0.381443
10000000,2E-10,4,50,100,mulrf,0.134021
10000000,2E-10,4,50,100,stag,NA
10000000,2E-10,4,50,500,astral-multi,0.051546
10000000,2E-10,4,50,500,astral-multi-w-true,0.051546
10000000,2E-10,4,50,500,apro,0.051546
10000000,2E-10,4,50,500,apro-w-true,0.051546
10000000,2E-10,4,50,500,apro-v2,0.051546
10000000,2E-10,4,50,500,duptree,0.185567
10000000,2E-10,4,50,500,mulrf,0.072165
10000000,2E-10,4,50,500,stag,NA
10000000,2E-10,4,100,25,astral-multi,0.123711
10000000,2E-10,4,100,25,astral-multi-w-true,0.103093
10000000,2E-10,4,100,25,apro,0.113402
10000000,2E-10,4,100,25,apro-w-true,0.113402
10000000,2E-10,4,100,25,apro-v2,0.113402
10000000,2E-10,4,100,25,duptree,0.123711
10000000,2E-10,4,100,25,mulrf,0.103093
10000000,2E-10,4,100,25,stag,NA
10000000,2E-10,4,100,50,astral-multi,0.061856
10000000,2E-10,4,100,50,astral-multi-w-true,0.061856
10000000,2E-10,4,100,50,apro,0.051546
10000000,2E-10,4,100,50,apro-w-true,0.051546
10000000,2E-10,4,100,50,apro-v2,0.051546
10000000,2E-10,4,100,50,duptree,0.113402
10000000,2E-10,4,100,50,mulrf,0.092784
10000000,2E-10,4,100,50,stag,NA
10000000,2E-10,4,100,100,astral-multi,0.072165
10000000,2E-10,4,100,100,astral-multi-w-true,0.061856
10000000,2E-10,4,100,100,apro,0.051546
10000000,2E-10,4,100,100,apro-w-true,0.051546
10000000,2E-10,4,100,100,apro-v2,0.051546
10000000,2E-10,4,100,100,duptree,0.082474
10000000,2E-10,4,100,100,mulrf,0.061856
10000000,2E-10,4,100,100,stag,NA
10000000,2E-10,4,100,500,astral-multi,0.061856
10000000,2E-10,4,100,500,astral-multi-w-true,0.051546
10000000,2E-10,4,100,500,apro,0.020619
10000000,2E-10,4,100,500,apro-w-true,0.020619
10000000,2E-10,4,100,500,apro-v2,0.020619
10000000,2E-10,4,100,500,duptree,0.051546
10000000,2E-10,4,100,500,mulrf,0.030928
10000000,2E-10,4,100,500,stag,NA
10000000,2E-10,4,250,25,astral-multi,0.103093
10000000,2E-10,4,250,25,astral-multi-w-true,0.092784
10000000,2E-10,4,250,25,apro,0.072165
10000000,2E-10,4,250,25,apro-w-true,0.072165
10000000,2E-10,4,250,25,apro-v2,0.072165
10000000,2E-10,4,250,25,duptree,0.092784
10000000,2E-10,4,250,25,mulrf,0.103093
10000000,2E-10,4,250,25,stag,NA
10000000,2E-10,4,250,50,astral-multi,0.061856
10000000,2E-10,4,250,50,astral-multi-w-true,0.061856
10000000,2E-10,4,250,50,apro,0.041237
10000000,2E-10,4,250,50,apro-w-true,0.041237
10000000,2E-10,4,250,50,apro-v2,0.041237
10000000,2E-10,4,250,50,duptree,0.051546
10000000,2E-10,4,250,50,mulrf,0.051546
10000000,2E-10,4,250,50,stag,NA
10000000,2E-10,4,250,100,astral-multi,0.051546
10000000,2E-10,4,250,100,astral-multi-w-true,0.041237
10000000,2E-10,4,250,100,apro,0.041237
10000000,2E-10,4,250,100,apro-w-true,0.041237
10000000,2E-10,4,250,100,apro-v2,0.041237
10000000,2E-10,4,250,100,duptree,0.030928
10000000,2E-10,4,250,100,mulrf,0.051546
10000000,2E-10,4,250,100,stag,NA
10000000,2E-10,4,250,500,astral-multi,0.020619
10000000,2E-10,4,250,500,astral-multi-w-true,0.020619
10000000,2E-10,4,250,500,apro,0.020619
10000000,2E-10,4,250,500,apro-w-true,0.020619
10000000,2E-10,4,250,500,apro-v2,0.020619
10000000,2E-10,4,250,500,duptree,0.020619
10000000,2E-10,4,250,500,mulrf,0.030928
10000000,2E-10,4,250,500,stag,NA
10000000,2E-10,5,0,25,astral-multi,0.010309
10000000,2E-10,5,0,25,astral-multi-w-true,0
10000000,2E-10,5,0,25,apro,0
10000000,2E-10,5,0,25,apro-w-true,0
10000000,2E-10,5,0,25,apro-v2,0
10000000,2E-10,5,0,25,duptree,0
10000000,2E-10,5,0,25,mulrf,0
10000000,2E-10,5,0,25,stag,NA
10000000,2E-10,5,0,50,astral-multi,0.020619
10000000,2E-10,5,0,50,astral-multi-w-true,0.010309
10000000,2E-10,5,0,50,apro,0
10000000,2E-10,5,0,50,apro-w-true,0
10000000,2E-10,5,0,50,apro-v2,0
10000000,2E-10,5,0,50,duptree,0
10000000,2E-10,5,0,50,mulrf,0
10000000,2E-10,5,0,50,stag,NA
10000000,2E-10,5,0,100,astral-multi,0.020619
10000000,2E-10,5,0,100,astral-multi-w-true,0.010309
10000000,2E-10,5,0,100,apro,0.010309
10000000,2E-10,5,0,100,apro-w-true,0.010309
10000000,2E-10,5,0,100,apro-v2,0.010309
10000000,2E-10,5,0,100,duptree,0.010309
10000000,2E-10,5,0,100,mulrf,0.010309
10000000,2E-10,5,0,100,stag,NA
10000000,2E-10,5,0,500,astral-multi,0.010309
10000000,2E-10,5,0,500,astral-multi-w-true,0.010309
10000000,2E-10,5,0,500,apro,0.010309
10000000,2E-10,5,0,500,apro-w-true,0.010309
10000000,2E-10,5,0,500,apro-v2,0.010309
10000000,2E-10,5,0,500,duptree,0.010309
10000000,2E-10,5,0,500,mulrf,0.010309
10000000,2E-10,5,0,500,stag,0.175258
10000000,2E-10,5,25,25,astral-multi,0.371134
10000000,2E-10,5,25,25,astral-multi-w-true,0.319588
10000000,2E-10,5,25,25,apro,0.340206
10000000,2E-10,5,25,25,apro-w-true,0.340206
10000000,2E-10,5,25,25,apro-v2,0.319588
10000000,2E-10,5,25,25,duptree,0.649485
10000000,2E-10,5,25,25,mulrf,0.298969
10000000,2E-10,5,25,25,stag,NA
10000000,2E-10,5,25,50,astral-multi,0.340206
10000000,2E-10,5,25,50,astral-multi-w-true,0.185567
10000000,2E-10,5,25,50,apro,0.216495
10000000,2E-10,5,25,50,apro-w-true,0.216495
10000000,2E-10,5,25,50,apro-v2,0.216495
10000000,2E-10,5,25,50,duptree,0.463918
10000000,2E-10,5,25,50,mulrf,0.216495
10000000,2E-10,5,25,50,stag,NA
10000000,2E-10,5,25,100,astral-multi,0.134021
10000000,2E-10,5,25,100,astral-multi-w-true,0.123711
10000000,2E-10,5,25,100,apro,0.113402
10000000,2E-10,5,25,100,apro-w-true,0.113402
10000000,2E-10,5,25,100,apro-v2,0.123711
10000000,2E-10,5,25,100,duptree,0.494845
10000000,2E-10,5,25,100,mulrf,0.164948
10000000,2E-10,5,25,100,stag,NA
10000000,2E-10,5,25,500,astral-multi,0.092784
10000000,2E-10,5,25,500,astral-multi-w-true,0.072165
10000000,2E-10,5,25,500,apro,0.061856
10000000,2E-10,5,25,500,apro-w-true,0.061856
10000000,2E-10,5,25,500,apro-v2,0.061856
10000000,2E-10,5,25,500,duptree,0.28866
10000000,2E-10,5,25,500,mulrf,0.082474
10000000,2E-10,5,25,500,stag,0.71134
10000000,2E-10,5,50,25,astral-multi,0.185567
10000000,2E-10,5,50,25,astral-multi-w-true,0.154639
10000000,2E-10,5,50,25,apro,0.154639
10000000,2E-10,5,50,25,apro-w-true,0.154639
10000000,2E-10,5,50,25,apro-v2,0.164948
10000000,2E-10,5,50,25,duptree,0.43299
10000000,2E-10,5,50,25,mulrf,0.134021
10000000,2E-10,5,50,25,stag,NA
10000000,2E-10,5,50,50,astral-multi,0.113402
10000000,2E-10,5,50,50,astral-multi-w-true,0.092784
10000000,2E-10,5,50,50,apro,0.134021
10000000,2E-10,5,50,50,apro-w-true,0.134021
10000000,2E-10,5,50,50,apro-v2,0.134021
10000000,2E-10,5,50,50,duptree,0.28866
10000000,2E-10,5,50,50,mulrf,0.113402
10000000,2E-10,5,50,50,stag,NA
10000000,2E-10,5,50,100,astral-multi,0.092784
10000000,2E-10,5,50,100,astral-multi-w-true,0.072165
10000000,2E-10,5,50,100,apro,0.051546
10000000,2E-10,5,50,100,apro-w-true,0.051546
10000000,2E-10,5,50,100,apro-v2,0.051546
10000000,2E-10,5,50,100,duptree,0.216495
10000000,2E-10,5,50,100,mulrf,0.061856
10000000,2E-10,5,50,100,stag,NA
10000000,2E-10,5,50,500,astral-multi,0.051546
10000000,2E-10,5,50,500,astral-multi-w-true,0.051546
10000000,2E-10,5,50,500,apro,0
10000000,2E-10,5,50,500,apro-w-true,0
10000000,2E-10,5,50,500,apro-v2,0
10000000,2E-10,5,50,500,duptree,0.113402
10000000,2E-10,5,50,500,mulrf,0.051546
10000000,2E-10,5,50,500,stag,0.525773
10000000,2E-10,5,100,25,astral-multi,0.134021
10000000,2E-10,5,100,25,astral-multi-w-true,0.103093
10000000,2E-10,5,100,25,apro,0.061856
10000000,2E-10,5,100,25,apro-w-true,0.061856
10000000,2E-10,5,100,25,apro-v2,0.061856
10000000,2E-10,5,100,25,duptree,0.216495
10000000,2E-10,5,100,25,mulrf,0.051546
10000000,2E-10,5,100,25,stag,NA
10000000,2E-10,5,100,50,astral-multi,0.082474
10000000,2E-10,5,100,50,astral-multi-w-true,0.061856
10000000,2E-10,5,100,50,apro,0.041237
10000000,2E-10,5,100,50,apro-w-true,0.041237
10000000,2E-10,5,100,50,apro-v2,0.041237
10000000,2E-10,5,100,50,duptree,0.14433
10000000,2E-10,5,100,50,mulrf,0.030928
10000000,2E-10,5,100,50,stag,NA
10000000,2E-10,5,100,100,astral-multi,0.030928
10000000,2E-10,5,100,100,astral-multi-w-true,0.030928
10000000,2E-10,5,100,100,apro,0.020619
10000000,2E-10,5,100,100,apro-w-true,0.020619
10000000,2E-10,5,100,100,apro-v2,0.020619
10000000,2E-10,5,100,100,duptree,0.14433
10000000,2E-10,5,100,100,mulrf,0.030928
10000000,2E-10,5,100,100,stag,NA
10000000,2E-10,5,100,500,astral-multi,0.020619
10000000,2E-10,5,100,500,astral-multi-w-true,0.020619
10000000,2E-10,5,100,500,apro,0.010309
10000000,2E-10,5,100,500,apro-w-true,0.010309
10000000,2E-10,5,100,500,apro-v2,0.010309
10000000,2E-10,5,100,500,duptree,0.041237
10000000,2E-10,5,100,500,mulrf,0.020619
10000000,2E-10,5,100,500,stag,0.484536
10000000,2E-10,5,250,25,astral-multi,0.051546
10000000,2E-10,5,250,25,astral-multi-w-true,0.041237
10000000,2E-10,5,250,25,apro,0.051546
10000000,2E-10,5,250,25,apro-w-true,0.051546
10000000,2E-10,5,250,25,apro-v2,0.051546
10000000,2E-10,5,250,25,duptree,0.072165
10000000,2E-10,5,250,25,mulrf,0.041237
10000000,2E-10,5,250,25,stag,NA
10000000,2E-10,5,250,50,astral-multi,0.072165
10000000,2E-10,5,250,50,astral-multi-w-true,0.041237
10000000,2E-10,5,250,50,apro,0.051546
10000000,2E-10,5,250,50,apro-w-true,0.051546
10000000,2E-10,5,250,50,apro-v2,0.051546
10000000,2E-10,5,250,50,duptree,0.061856
10000000,2E-10,5,250,50,mulrf,0.030928
10000000,2E-10,5,250,50,stag,NA
10000000,2E-10,5,250,100,astral-multi,0.061856
10000000,2E-10,5,250,100,astral-multi-w-true,0.051546
10000000,2E-10,5,250,100,apro,0.030928
10000000,2E-10,5,250,100,apro-w-true,0.030928
10000000,2E-10,5,250,100,apro-v2,0.030928
10000000,2E-10,5,250,100,duptree,0.051546
10000000,2E-10,5,250,100,mulrf,0.030928
10000000,2E-10,5,250,100,stag,NA
10000000,2E-10,5,250,500,astral-multi,0
